Type_x,ID,SedRed,Cost,Duck,Join_Count,TARGET_FID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,DITCHALL_,DITCHALL_I,UNIQUE_ID,MAJOR,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,TWP,RNG,SEC,PEDIGREE,PEDYEAR,max_flowac,mean_flowl,Join_Cou_1,TARGET_F_1,Subbasin,Area,Elev,ElevMin,ElevMax,SubbasinR,subwatersh,Watershed,budget_rat,Bluff_avgE,River,Subbasin_1,Zone,Subbasin_2,watershed_,Zone_1,gag_loc,Shape_Leng,Shape_Le_1,Le2,X10_,X20_,X30_,X40_,X50_,X60_,X70_,X80_,X90_,Type_y
ICMO,1193,2.27,38508.372,0,3,228,23578,23593,0,0,364.124758138,16947,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,5523.0,67917.4,2,1193,228,8865699.9882,305.631557576,297.0,317.0,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.0001851,364.53980419199996,364.53980419199996,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1194,4.814,81634.55099999999,0,3,228,23593,23580,0,0,771.914256724,16948,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,13449.0,67352.9,1,1194,228,8865699.9882,305.631557576,297.0,317.0,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.0001851,769.812224163,769.812224163,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1195,4.408,74754.707,0,3,228,23580,23613,0,0,706.860306844,16967,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,14226.0,66632.2,1,1195,228,8865699.9882,305.631557576,297.0,317.0,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.0001851,707.2596584739999,707.2596584739999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1196,3.16,53590.710999999996,0,3,228,23613,23579,0,0,506.739287152,16968,138,32074CD77,32,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,107,25,19,MSUWRC,1993,14452.0,65990.7,1,1196,228,8865699.9882,305.631557576,297.0,317.0,219,Lower LeSueur,Le Sueur,LS btwn gauges,0.06,LES,7,3,5,LO,3,BT,20740.0001851,506.173656652,506.173656652,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1197,9.023,153028.208,0,4,328,23620,23622,0,0,1446.99338125,16975,160,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,1239.0,68230.8,1,1197,328,10105499.913,313.73133442200003,301.0,320.0,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.0002093,1448.78622401,1448.78622401,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1198,20.199,342550.578,0,4,328,23622,23621,0,0,3239.06571059,16976,160,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,10652.0,65997.9,1,1198,328,10105499.913,313.73133442200003,301.0,320.0,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.0002093,3240.31399987,3240.31399987,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1199,4.521,76662.962,0,4,328,23623,23622,0,0,724.904254815,16977,161,32014CD1,32,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,106,25,4,MSUWRC,1993,4867.0,67872.7,1,1199,328,10105499.913,313.73133442200003,301.0,320.0,332,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,34,3,5,LO,3,AB,25460.0002093,722.57272134,722.57272134,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1200,6.537000000000001,123738.57400000001,0,3,204,23639,23641,0,0,1170.03852355,17001,35,32075CD93,32,LeSueur River,32075,CD93,PUBLIC DITCH OPEN,BLUE EARTH,107,26,15,MSUWRC,1993,2284.0,37558.0,1,1200,204,4783100.01437,305.827935857,298.0,314.0,174,Lower Cobb,Le Sueur,LS btwn gauges,0.07,LES,6,3,4,LO,3,BT,13040.0002194,1169.58705633,1169.58705633,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1201,30.462,576733.7289999999,0,3,174,23641,23640,0,0,5453.43830516,17002,35,32075CD93,32,LeSueur River,32075,CD93,PUBLIC DITCH OPEN,BLUE EARTH,107,26,15,MSUWRC,1993,14216.0,34174.6,2,1201,174,5836199.7874099985,304.26601213099997,296.0,314.0,141,Lower LeSueur,Le Sueur,LS btwn gauges,0.09,LES,6,3,4,LO,3,BT,18520.0000797,5454.99091999,5454.99091999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1202,2.835,38125.839,0,4,302,23671,23682,0,0,360.50762728300003,17038,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,4289.0,48511.1,1,1202,302,6946900.06292,305.838359556,298.0,315.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.0002483,359.33769295900004,359.33769295900004,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1203,5.249,70608.784,0,4,302,23682,23690,0,0,667.6575819359999,17044,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,6693.0,48030.9,1,1203,302,6946900.06292,305.838359556,298.0,315.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.0002483,666.968627415,666.968627415,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1204,6.739,90650.65,0,4,302,23690,23673,0,0,857.1680525419999,17045,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,7729.0,47391.5,1,1204,302,6946900.06292,305.838359556,298.0,315.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.06,COB,7,3,12,LO,3,BT,17860.0002483,855.796409499,855.796409499,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1205,1.071,14396.018,0,4,285,23674,23714,0,0,136.12485563200002,17069,52,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,22.0,47929.2,1,1205,285,6580099.91308,307.379903041,298.0,314.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,17560.0002341,136.656779797,136.656779797,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1206,0.613,8233.939,0,4,285,23714,23716,0,0,77.8579006507,17071,52,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,6965.0,47780.9,1,1206,285,6580099.91308,307.379903041,298.0,314.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,17560.0002341,78.1247480413,78.1247480413,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1207,5.722,76974.683,0,4,285,23716,23673,0,0,727.851804499,17072,52,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,7305.0,47405.7,2,1207,285,6580099.91308,307.379903041,298.0,314.0,291,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,17560.0002341,729.721494706,729.721494706,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1208,8.586,115503.086,0,1,291,23673,23720,0,0,1092.16596807,17076,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,15914.0,46546.4,3,1208,291,836799.953492,302.244383365,297.0,308.0,314,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,4980.00003654,1090.06824947,1090.06824947,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1209,8.671,116637.431,0,3,314,23720,23672,0,0,1102.89203364,17077,51,32073CD86,32,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,106,26,4,MSUWRC,1993,23814.0,45506.4,1,1209,314,4417099.9616,304.241493287,292.0,311.0,331,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,12,LO,3,BT,16900.0002027,1101.9240089,1101.9240089,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1210,1.411,23525.816000000003,0,3,343,23774,23775,0,0,222.45376107,17123,20,32071CD66,32,LeSueur River,32071,CD66,PUBLIC DITCH OPEN,BLUE EARTH,106,26,7,MSUWRC,1993,3536.0,41489.6,1,1210,343,3683799.87594,305.966257669,289.0,314.0,327,Lower Cobb,Le Sueur,Cobb btwn gauges,0.07,COB,10,3,13,LO,3,BT,15879.9999543,222.86151530700002,222.86151530700002,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1211,10.215,98760.526,0,1,415,23811,23812,0,0,933.852849618,17163,444,32062CD97,32,LeSueur River,32062,CD97,PUBLIC DITCH OPEN,BLUE EARTH,106,27,16,MSUWRC,1993,15456.0,42819.8,1,1211,415,4893699.99988,304.352412285,286.0,308.0,353,Lower Maple,Blue Earth,Map btwn gauges,0.19,MAP,13,3,19,LO,3,BT,17899.9998502,933.2272917160001,933.2272917160001,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1212,3.5989999999999998,30209.597,0,4,482,23879,23882,0,0,285.653787847,17229,278,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,305.0,64853.6,1,1212,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,285.453173599,285.453173599,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1213,9.691,81334.536,0,4,482,23882,23884,0,0,769.0773956969999,17231,278,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,3697.0,64367.0,1,1213,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,766.498030784,766.498030784,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1214,14.07,118085.31199999999,0,4,482,23884,23890,0,0,1116.58280159,17237,278,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,7177.0,63351.0,1,1214,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,1114.60179425,1114.60179425,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1215,2.4290000000000003,20420.269,0,4,482,23890,23892,0,0,193.088546237,17239,278,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,7318.0,62729.0,1,1215,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,192.772649328,192.772649328,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1216,0.5539999999999999,4718.611,0,4,482,23892,23880,0,0,44.617909608000005,17240,278,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,7349.0,62565.1,1,1216,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,44.4966170958,44.4966170958,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1217,20.2,218442.813,0,2,701,19059,23894,0,0,2065.53621147,17242,286,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,4899.0,86223.2,1,1217,624,8006899.97562,314.737351534,310.0,323.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,17680.0002398,2070.51473503,2070.51473503,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1218,6.044,65374.412000000004,0,2,701,23895,23894,0,0,618.162779481,17243,287,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,4900.0,85431.6,1,1218,624,8006899.97562,314.737351534,310.0,323.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,17680.0002398,617.156570264,617.156570264,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1219,11.324000000000002,122469.255,0,2,681,23894,23896,0,0,1158.03618329,17244,286,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,8912.0,84637.3,2,1219,604,7631500.22795,317.459595099,310.0,325.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,19019.9995034,1160.9378805,1160.9378805,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1220,5.027,54378.684,0,2,681,23897,23896,0,0,514.19014376,17245,289,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,71.0,84026.3,1,1220,604,7631500.22795,317.459595099,310.0,325.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,19019.9995034,513.430821828,513.430821828,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1221,10.862,117469.17199999999,0,2,681,19059,23898,0,0,1110.7567516,17246,288,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,4259.0,86842.9,1,1221,604,7631500.22795,317.459595099,310.0,325.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,19019.9995034,1109.1652458,1109.1652458,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1222,19.432000000000002,210140.96600000001,0,2,681,23898,19059,0,0,1987.03619531,17247,288,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,7933.0,85207.5,1,1222,604,7631500.22795,317.459595099,310.0,325.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,19019.9995034,1989.05499983,1989.05499983,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1223,10.401,112486.84199999999,0,2,681,23899,23898,0,0,1063.64518589,17248,290,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,1869.0,86889.4,1,1223,604,7631500.22795,317.459595099,310.0,325.0,563,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,19019.9995034,1067.7112532,1067.7112532,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1224,31.575,328829.67,0,1,628,19059,23900,0,0,3109.32450888,17249,291,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,8356.0,85731.1,2,1224,551,6645499.902289999,316.342005869,310.0,324.0,503,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,18879.9998968,3110.94931519,3110.94931519,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1225,1.956,21156.442000000003,0,1,628,23901,23900,0,0,200.049598104,17250,292,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,10429.0,84301.8,1,1225,551,6645499.902289999,316.342005869,310.0,324.0,503,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,18879.9998968,200.87253111,200.87253111,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1226,19.874000000000002,214916.917,0,3,553,23902,19059,0,0,2032.19629942,17251,286,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,43783.0,78765.5,1,1226,503,8498799.87534,312.951122511,306.0,321.0,441,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,18680.0000873,2030.41618176,2030.41618176,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1227,8.238,89094.34,0,3,553,23903,23902,0,0,842.452007208,17252,293,32067CD5,32,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,106,25,23,MSUWRC,1993,207.0,80206.7,1,1227,503,8498799.87534,312.951122511,306.0,321.0,441,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,40,2,20,LC,2,AB,18680.0000873,839.624642837,839.624642837,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1228,19.657,164968.174,0,4,482,23880,23904,0,0,1559.89447809,17253,376,32066CD92,32,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,106,25,30,MSUWRC,1993,8654.0,61787.1,2,1228,482,5918200.0532,311.447686797,301.0,317.0,483,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LC,1,AB,16059.9997628,1561.13631717,1561.13631717,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1229,2.545,21428.242000000002,0,2,655,23933,23983,0,0,202.6196675,17305,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,1067.0,62502.5,1,1229,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,203.225104653,203.225104653,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1230,2.319,19553.457,0,2,655,23950,23984,0,0,184.89220940400003,17306,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,236.0,61602.1,1,1230,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,185.498266489,185.498266489,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1231,1.016,8580.41,0,2,655,23984,23934,0,0,81.1340397813,17307,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,5792.0,61478.8,1,1231,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,81.4665626683,81.4665626683,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1232,7.053999999999999,59197.439000000006,0,2,655,23983,23985,0,0,559.754988177,17308,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,4999.0,62242.4,1,1232,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,560.149938016,560.149938016,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1233,3.537,29695.987999999998,0,2,655,23985,23986,0,0,280.797239408,17309,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,153.0,61924.9,1,1233,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,280.724145507,280.724145507,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1234,2.7439999999999998,23105.129,0,2,655,23986,23950,0,0,218.47585951599999,17310,318,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,5403.0,61729.3,1,1234,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,217.73850591299998,217.73850591299998,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1235,0.146,1227.835,0,2,655,23942,23991,0,0,11.610073478399999,17321,319,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,7.0,60736.5,1,1235,578,8585000.00153,310.369924287,302.0,317.0,522,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,UM,1,AB,18300.0002692,11.6577019623,11.6577019623,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1236,9.435,79176.66900000001,0,3,572,23991,23938,0,0,748.673183545,17322,319,32065CD57,32,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,106,26,23,MSUWRC,1993,575.0,60414.6,2,1236,522,8429800.20079,309.70915087,298.0,316.0,443,Upper Cobb,Le Sueur,Cobb Upper Cobb,0.06,COB,35,2,27,LO,1,AB,19280.0003158,750.044235612,750.044235612,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1237,2.205,21498.856,0,2,795,24062,24063,0,0,203.287369233,17390,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,7246.0,91047.4,1,1237,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,203.20542703700002,203.20542703700002,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1238,2.759,33188.143,0,2,795,24063,24064,0,0,313.81811543599997,17391,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,7411.0,90782.0,1,1238,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,315.12726988099996,315.12726988099996,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1239,4.034,60122.994000000006,0,2,795,24073,24062,0,0,568.506785344,17400,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,7212.0,91639.0,1,1239,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,566.522073807,566.522073807,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1240,2.549,28758.57,0,2,795,24060,24075,0,0,271.93326737,17403,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,300.0,91791.8,1,1240,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,272.34935824400003,272.34935824400003,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1241,1.9609999999999999,16337.243999999999,0,2,795,24075,24073,0,0,154.480569222,17404,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,1674.0,91874.7,1,1241,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,154.339337153,154.339337153,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1242,5.575,92672.519,0,2,795,24064,24082,0,0,876.286303325,17413,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,12664.0,90042.7,1,1242,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,876.083087856,876.083087856,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1243,2.5069999999999997,27866.77,0,2,795,24082,24085,0,0,263.50064667,17416,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,6.0,89435.1,1,1243,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,262.576755059,262.576755059,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1244,0.057999999999999996,1205.057,0,2,795,24085,24089,0,0,11.3946889203,17423,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,0.0,0.0,1,1244,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,11.4152160095,11.4152160095,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1245,5.52,91506.18800000001,0,2,795,24089,24092,0,0,865.257792303,17427,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,1839.0,88867.7,1,1245,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,868.8818421789999,868.8818421789999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1246,6.396,110008.239,0,2,795,24092,24061,0,0,1040.20818646,17428,414,32058CD35,32,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,105,26,22,MSUWRC,1993,187.0,87912.9,1,1246,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,1042.24132535,1042.24132535,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1247,7.02,123187.28199999999,0,2,795,24061,24096,0,0,1164.82565449,17433,431,32058CD95,32,LeSueur River,32058,CD95,PUBLIC DITCH OPEN,FARIBAULT-BLUE EARTH,105,26,28,MSUWRC,1993,16281.0,86795.4,1,1247,718,14704900.0849,311.917401682,306.0,317.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,27179.999891,1167.87917585,1167.87917585,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1248,24.034000000000002,457550.45399999997,0,1,804,24099,19059,0,0,4326.47345972,17436,1180,32058CD95,32,LeSueur River,32058,CD95,PUBLIC DITCH OPEN,FARIBAULT-BLUE EARTH,105,26,28,MSUWRC,1993,38082.0,88823.9,2,1248,727,495799.984099,309.57624042,305.0,312.0,734,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,3879.99998429,4326.63378451,4326.63378451,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1249,4.688,73946.069,0,3,809,24098,24101,0,0,699.214049209,17437,1184,32058CD95,32,LeSueur River,32058,CD95,PUBLIC DITCH OPEN,FARIBAULT-BLUE EARTH,105,26,28,MSUWRC,1993,55118.0,85540.7,2,1249,732,7459499.92262,312.166780615,302.0,320.0,692,Upper Maple,Le Sueur,Map AB UG,0.06,MAP,50,2,25,UM,2,AB,17299.9996217,700.336787035,700.336787035,1,1,1,1,1,1,1,1,1,ICMO
